fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.287398669819045,-1.2029325212328628,1.907868097216017,0.026098038159611505,-0.06385227583972648,-1.3721579867835938,-1.0512405654643657,1.8185102633190078,-0.9516451900099513,1.3128836912736626,-0.7630126194705984,
-1.466320526210834,-1.2629819860411677,1.2395912885304836,3.172694289272438,-0.7437927266735679,0.3751925199802587,0.03139626452836613,-0.6592353021503163,0.5199548703937898,0.2470673979457311,0.6713089557877748,
-0.7090477473026177,-0.782586267574729,-0.7095494034689886,-0.19865883691987632,-0.8797808168403364,-0.09076761515676864,-0.6903616221334551,-2.541308020678199,-0.17711884242903744,-0.9075669198261948,3.0276944008551023,
-0.8467337071041111,-0.4823389435332049,-1.377826212154522,-1.77195696247629,-0.5398105914234153,2.0060529929598543,-0.12899437695203858,-1.3626362171556448,-0.022213572912853977,-0.4634767976062239,1.0811151201473101,
1.63161356932278,-0.782586267574729,1.183901554473356,0.026098038159611505,-0.19984036600649496,-0.09076761515676864,-0.5700686410231516,-0.3487249883191259,-2.0359820766232355,1.845791837937628,1.0811151201473101,
0.5301258909108285,-1.0227841268079485,0.8497631501305895,3.172694289272438,2.1799512119119515,-0.3237476827252823,-0.6903616221334551,-0.6592353021503163,-0.7192872857356778,0.6023394957217076,1.6958243666866124,
-0.4336758276996295,-1.2629819860411677,0.905452884187717,0.47561178831858614,-0.8797808168403364,2.239033060528368,0.7531541511901874,-1.0204411774233153,0.13269169660332947,1.9346098623816224,1.0811151201473101,
0.04822503160559889,1.0789471414827205,-0.09696232884058296,-0.4234157119993641,1.4320167159947257,-0.09076761515676864,1.5952050189623121,0.4877517754710285,-1.0290978247680447,0.6023394957217076,-0.9679157016503651,5.0
-0.8467337071041111,-0.7225368027664241,-0.04127259478345528,0.700368663398074,0.34411199466057896,1.7730729253913409,0.15168924563866967,-0.3994205497609343,-0.48692938146140435,-0.4634767976062239,-0.3532064551110629,6.0
-0.5025188076003763,-0.0019432250667661512,-0.6538596694118608,0.47561178831858614,0.00414176924365775,2.239033060528368,0.7932518115602886,-0.7923111509350721,0.8297654094261567,-0.3746587731622295,0.466405873608008,
-1.3974775463100875,0.2382546341664534,-1.377826212154522,0.026098038159611505,0.07213581432704198,-1.0226878854308235,-1.2918265276849727,-1.0964845195860629,2.069007565555621,-0.8187488953822004,1.1835666612371936,
-1.0532626468063526,0.2983040989747576,-1.2664467440402665,-0.19865883691987632,2.5199214373288727,-1.0226878854308235,-1.0111429050942644,0.006143941773673262,0.4425022356356964,0.5135214712777133,-0.8654641605604818,
0.5301258909108285,-2.4039218173989596,1.1282118204162284,-0.8729294621583393,-0.19984036600649496,-0.556727750293796,-0.8106546032437586,-0.640224466609647,0.6748601399099733,1.1352476423856739,1.5933728255967292,
-1.535163506111581,0.7486750850370443,-0.7095494034689886,-0.4234157119993641,-0.19984036600649496,2.0060529929598543,0.11159158526856848,-0.6719091925107861,1.9141022960394376,0.691157520165702,-0.14830337293129608,
-0.7778907272033644,0.2382546341664534,-0.6538596694118608,-1.3224432123173144,-0.06385227583972648,1.1906227564700567,0.03139626452836613,-0.1522796877320218,0.13269169660332947,-0.3746587731622295,-1.1728187838301338,
-0.36483284779888275,-0.5423884083415098,0.8497631501305895,1.1498824135570496,0.2761179495771947,-1.0226878854308235,-1.2116312069447703,-0.728941699132794,0.9072180441842468,-0.8187488953822004,1.9007274488663792,
-0.9155766870048585,-0.12204215468337593,-0.7652391375261165,-1.5472000873968024,-0.19984036600649496,0.14221245241174504,0.31207988711907436,-0.6845830828712557,0.2875969661195129,1.401701715717657,-0.8654641605604818,5.0
-0.2959898678981354,0.05810623974153874,-1.0436878078117553,-1.0976863372378272,-0.2678344110898792,-0.6732177840780528,-0.0888967165819374,-0.2409969202552392,0.21014433136142294,-1.3516570420461667,-0.5581095372908297,5.0
0.8054978105138166,-1.503179845274387,0.905452884187717,-0.4234157119993641,0.8880643553276519,-1.0226878854308235,-1.0111429050942644,0.931337938087045,-0.3320241119452209,0.6023394957217076,-0.660561078380715,5.0
0.5301258909108285,1.3491697331200925,-0.37541099912622194,0.700368663398074,-0.06385227583972648,0.025722418627488204,0.2719822267489732,0.5447842820931068,-0.9516451900099513,-1.440475066490161,-0.660561078380715,
0.9431837703153101,-0.9026851971913388,1.5180399588161229,-0.4234157119993641,0.2761179495771947,-1.0226878854308235,-0.6101663013932527,0.931337938087045,-1.1065504595261346,-1.0852029687141835,-0.8654641605604818,7.0
-0.08946092819589457,-0.0019432250667661512,-1.2107570099831386,-1.0976863372378272,-0.5398105914234153,-0.556727750293796,-0.24928735806234212,-0.4944747274643513,0.13269169660332947,-0.5522948220502183,-0.3532064551110629,6.0
-0.8467337071041111,0.8987987470578065,-1.0436878078117553,-0.19865883691987632,0.14012985941042622,-0.7897078178623097,-0.3294826788025445,1.2165004711972962,2.766081278378448,0.691157520165702,-0.7630126194705984,6.0
0.667811850712322,1.4692686627367022,-1.1550672759260108,-1.3224432123173144,0.00414176924365775,-1.255667952999337,-1.0913382258344668,0.931337938087045,-0.2545714771871274,-0.8187488953822004,-0.660561078380715,7.0
0.32359695120858706,-0.3021905491082906,1.2395912885304836,0.47561178831858614,-0.2678344110898792,-0.9061978516465665,-0.4898733202829492,0.867968486284767,-1.881076807107052,-1.5292930909341549,-0.8654641605604818,6.0
-0.36483284779888275,-0.6624873379581195,-0.04127259478345528,-0.8729294621583393,0.14012985941042622,-1.255667952999337,-1.2116312069447703,-0.20931219435410017,-0.3320241119452209,-0.3746587731622295,-0.8654641605604818,5.0
-0.7778907272033644,-1.7433777045076064,0.8497631501305895,-1.3224432123173144,-1.0157689070071048,0.7246626213330293,1.0338377737808957,-0.8430067123769508,1.371933852732797,-0.01938667538625202,0.7737604968776582,6.0
0.04822503160559889,-0.06199268987507103,-0.04127259478345528,-0.4234157119993641,0.07213581432704198,0.14221245241174504,1.795693320812818,0.7032079115988019,0.13269169660332947,0.06943134905774236,-0.8654641605604818,
-1.1221056267070992,0.5685266906121296,-1.377826212154522,-0.648172587078852,-0.8797808168403364,-0.6732177840780528,-0.9309475843540621,0.42438232366875045,1.0621233137004302,0.15824937350173673,-1.1728187838301338,5.0
-0.22714688799738866,-0.3622400139165951,0.07010687333080039,-0.648172587078852,0.6840822200774992,0.9576426889015429,0.4724705285994791,0.9947073898893231,0.8297654094261567,0.9576115934976851,-1.1728187838301338,5.0
1.5627705894220332,-1.142883056424558,2.1306270334445285,1.3746392886365364,0.41210603974396315,-1.1391779192150802,-0.7705569428736574,2.07198807052819,-0.48692938146140435,0.9576115934976851,0.8762120379675417,7.0
2.457729328131743,-0.4222894787249,2.1306270334445285,0.026098038159611505,-0.33582845617326346,-0.9061978516465665,-0.7304592825035563,2.0339663994467814,-0.8741925552518612,0.5135214712777133,0.5688574146978914,
1.2185556899182983,0.41840302859136735,-0.9879980737546274,2.7231805391134625,1.6359988512448775,2.0060529929598543,1.1942284152613003,2.293781151836234,-0.09966620767094399,0.691157520165702,-0.5581095372908297,5.0
-1.190948606607846,-0.3021905491082906,0.8497631501305895,0.47561178831858614,-0.4718165463400319,-0.7897078178623097,-0.890849923983961,-0.14594274255182216,1.8366496612813474,0.8687935690536908,0.26150279142823935,
-0.9155766870048585,1.7394912543740741,-1.0993775418688831,-0.4234157119993641,-0.5398105914234153,-1.0226878854308235,-1.0913382258344668,-0.576855014807369,1.449386487490887,0.2470673979457311,0.466405873608008,
-0.8467337071041111,0.6586008878245869,-1.2664467440402665,-0.648172587078852,0.00414176924365775,0.3751925199802587,-0.449775659912848,0.3736867622269421,0.5974075051518798,1.0464296179416794,-0.5581095372908297,
1.5627705894220332,-0.6624873379581195,1.6851091609875062,2.273666788954488,-0.13184632092311072,0.8411526551172861,0.5125681889695802,1.9452491669236343,-1.3389083638004116,2.2898819601576,-0.4556579962009463,5.0
-1.6040064860123282,0.5385019582079772,-0.7652391375261165,-0.8729294621583393,-0.8117867717569521,0.3751925199802587,-0.5299709806530504,-1.0774736840453936,1.759197026523254,0.2470673979457311,0.5688574146978914,
-0.4336758276996295,0.05810623974153874,-1.0436878078117553,0.9251255384775618,0.5480941299107307,0.6081725875487723,0.11159158526856848,-0.019203838947195736,0.4425022356356964,-0.3746587731622295,0.36395433251812276,7.0
